Scientific,Family1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Hand.Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Toe,Gape_size_mcf,NicheBreadth,NichePosition,IUCN,RangeSize_Cells,RangeSize_Meters,MidPoint_Long,MidPoint_Lat,Realm,degree,betweenness,closeness,katzz,PC1,PC2,Nwebs,PC1_nobet,PC2_nobet,ED,DR
Anthracoceros malayanus,Bucerotidae,147.1,115.4,32,65,45.8,289.4,15.1,5.3,320.4,1050,Forest,Herbivore,Frugivore,Insessorial,NA,39.2,1.752339485,-2.362811564,VU,155,1.90E+12,108.2496252,0.761048732,Oriental,17,0.000246575,0.000789,10.40550215,-0.202267529,0.090443922,1,-0.120767482,0.1089952,15.51045602,0.079359617
Anthreptes collaris,Nectariniidae,15.3,10.4,3.2,3.1,15.4,51.1,7,13.8,35.4,7,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.564140682,-1.136582952,LC,944,1.14E+13,23.33745661,-5.059861959,Afrotropical,11,0.001447714,0.000871752,6.431275946,0.164281387,0.387662057,8,0.065599891,0.752666686,11.90064206,0.100069495
Anthus novaeseelandiae,Motacillidae,15.5,9.2,3.4,3.9,25.6,83.8,19.7,22.6,65.1,24.1,Grassland,Carnivore,Invertivore,Terrestrial,18.6,NA,1.764726327,-0.417773691,LC,826,8.96E+12,134.7699828,-26.97540835,Australian,3,0,0.000458956,1.095379978,-1.863079304,-1.876797221,1,-2.012772058,-1.885380625,5.902570153,0.202307459
Anthus spragueii,Motacillidae,14.2,8.9,3.5,3.8,22.2,78.1,20.8,26.4,65.2,25.5,Grassland,Carnivore,Invertivore,Terrestrial,18.1,NA,0.918957121,0.115152377,VU,566,5.50E+12,-102.1369649,28.83044033,Nearctic,2,0,0.000588224,1.218312113,-1.404593256,-1.043044543,2,-1.4650509,-1.008878577,7.401128105,0.162297873
Antilophia galeata,Pipridae,13.7,6.8,4,4.4,18,77.2,9.5,12.3,60.8,21.5,Forest,Omnivore,Frugivore,Insessorial,NA,10.8,0.24010992,-1.184934669,LC,203,2.39E+12,-50.84377666,-16.58150812,Neotropical,26,0.000760371,0.00093928,296.1311851,1.648073986,0.879658406,6,1.910577656,0.061857702,5.042498219,0.210941846
Apalis rufogularis,Cisticolidae,13.7,7.5,3,2.8,17,47.1,4.5,9.5,44.9,8.3,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.51527181,-1.433930272,LC,310,3.80E+12,19.38277896,0.602320774,Afrotropical,5,9.88E-06,0.000696625,2.500087433,-0.918221062,-0.370667677,1,-0.894828076,-0.327362805,5.258259886,0.231828932
Apalis thoracica,Cisticolidae,14.9,8.1,2.6,2.5,20.5,51.1,5.6,11,51.4,11.1,Forest,Carnivore,Invertivore,Insessorial,12.5,NA,0.493870694,-0.577697012,LC,198,2.26E+12,30.35289548,-20.7498359,Afrotropical,1,0,0.000674908,1.322118494,-1.105317984,-0.481843863,4,-1.106804906,-0.416929328,8.503130957,0.141006628
Aphelocoma californica,Corvidae,34,20.7,9.1,9.8,42.4,128.5,18,14.1,140.2,85.7,Shrubland,Omnivore,Omnivore,Terrestrial,22.7,NA,0.619053901,0.103083226,LC,345,3.51E+12,-112.2815476,36.41162653,Nearctic,15,0.000233729,0.000879593,17.10173494,0.106577459,0.685976316,1,0.252860177,0.718424712,4.251746883,0.243680234
Aphrastura spinicauda,Furnariidae,13.7,7.8,2.6,3,20.2,59.4,12.2,20.5,76.8,11.5,Forest,Carnivore,Invertivore,Insessorial,15,NA,7.916228494,-0.365303638,LC,101,8.70E+11,-72.23870874,-46.63986088,Neotropical,4,0.000232388,0.000738092,2.803226847,-0.746320884,-0.149029951,1,-0.736912586,-0.038273382,8.618311162,0.123430464
Aplonis opaca,Sturnidae,27,15,7.1,8.5,30.4,125.2,30,23.8,88.2,83.4,Forest,Herbivore,Omnivore,Insessorial,24.1,NA,6.943406197,-2.489202764,LC,9,1.09E+11,145.2508481,14.44337501,Oceanina,15,0.000293379,0.000745887,3.745692961,-0.42742764,-0.183268079,3,-0.393877211,-0.131497283,2.779632565,0.455288343
Aplonis panayensis,Sturnidae,22.2,13,5.2,6.3,21.8,95.5,33.2,34.9,59.4,56.2,Shrubland,Herbivore,Frugivore,Insessorial,18.2,12.3,3.088028318,-2.226569634,LC,376,4.57E+12,110.2941423,5.047765756,Oriental,2,8.54E-05,0.000799264,10.17880883,-0.569806851,0.288458627,1,-0.491489067,0.372299213,2.911019698,0.377251023
Aplopelia larvata,Columbidae,21.7,19,3.3,3.7,26,143.1,42.1,29.3,92.9,155,Forest,Herbivore,Granivore,Terrestrial,NA,NA,0.568193791,-0.967781383,LC,330,3.94E+12,33.4677998,-1.796680556,Afrotropical,22,6.30E-05,0.000737543,3.80257723,-0.325571885,-0.229524884,3,-0.236871048,-0.277965294,15.36774979,0.071167279
Arachnothera magna,Nectariniidae,46.8,35.9,5.9,5.6,20.6,88.7,16.5,18.5,49.6,30.7,Forest,Omnivore,Omnivore,Insessorial,NA,NA,4.880177042,-1.232882325,LC,241,2.77E+12,99.59362168,21.65649207,Oriental,1,0,0.000648551,1.475432427,-1.203300132,-0.6505372,1,-1.223435285,-0.593591457,15.6582541,0.072558426
Arremon brunneinucha,Passerellidae,19.5,11.8,6.1,7.4,28.8,80.8,7.5,9.1,84.7,44,Forest,Omnivore,Invertivore,Generalist,NA,NA,2.778864071,-1.437879193,LC,162,1.95E+12,-74.90299438,-0.639004443,Neotropical,7,1.20E-05,0.000827816,41.39182194,-0.245590697,0.455827715,1,-0.10434686,0.396314396,3.26832477,0.385651935
Arremon flavirostris,Passerellidae,15.2,9.9,5.7,7.4,25.1,70.8,4.9,6.9,64.8,26.1,Forest,Herbivore,Omnivore,Insessorial,NA,NA,0.555157122,-1.054169255,LC,236,2.72E+12,-52.75607961,-20.47008745,Neotropical,11,8.39E-05,0.000857076,133.5949054,0.289782796,0.601556952,8,0.495966027,0.238379506,5.196001001,0.2214236
Arremon taciturnus,Passerellidae,14.6,10,5.5,7.3,23.8,72,7.9,10.9,61.3,24.8,Forest,Herbivore,Omnivore,Insessorial,21,NA,1.560945679,-1.643373662,LC,683,8.30E+12,-55.8001673,-6.013937797,Neotropical,1,0,0.000842218,37.75594764,-0.356497659,0.589090857,1,-0.22066032,0.582053303,3.916168006,0.343442272
Arremon torquatus,Passerellidae,18.9,10.7,6.1,7.2,32.2,80.5,7.8,9.8,85.7,42,Forest,Omnivore,Omnivore,Generalist,NA,NA,2.029272188,-1.191467152,LC,121,1.46E+12,-72.93296509,-7.977796152,Neotropical,4,7.73E-06,0.000795127,38.21744968,-0.454404955,0.266759433,3,-0.345208337,0.227014718,3.796621872,0.320188378
Arremonops conirostris,Passerellidae,18,11.7,6.2,8.5,28.1,73.7,6.3,8.2,67.6,35.9,Forest,Omnivore,Omnivore,Terrestrial,15.6,NA,1.803556562,-1.737103724,LC,175,2.13E+12,-72.33245458,8.339683976,Neotropical,2,2.95E-06,0.000787469,21.2182132,-0.591611365,0.231571367,1,-0.500924115,0.257331126,8.148533298,0.131241942
Atlapetes albinucha,Passerellidae,17.2,10.6,6.6,8,27,73.3,7.2,9.5,83.7,33.8,Forest,Omnivore,Omnivore,Generalist,NA,NA,3.726311958,-1.633195164,LC,71,8.52E+11,-89.6226283,15.10834421,Panamanian,16,0.000165927,0.00086462,74.75834275,0.258697468,0.599193939,4,0.438689615,0.41671324,3.563450909,0.322794066
Atlapetes citrinellus,Passerellidae,13.2,9.4,5.5,7.1,26,69,8,11.5,70.8,28,Forest,Omnivore,Omnivore,Insessorial,NA,NA,0.062618268,-0.363998953,LC,6,66645599298,-65.00211167,-25.82456008,Neotropical,25,0.001406777,0.000982599,189.2937555,1.541548477,1.017278625,6,1.659131887,0.713987905,2.548305967,0.436757505
Atlapetes fulviceps,Passerellidae,15.1,8.8,4.6,6.8,25.4,75.1,11,14.7,72.9,28.2,Forest,Omnivore,Omnivore,Insessorial,NA,NA,0.031194233,-0.497339795,LC,19,2.19E+11,-65.3324691,-20.62020941,Neotropical,2,9.51E-07,0.000778325,19.7222466,-0.631225005,0.173495068,1,-0.547423717,0.201113608,2.548358686,0.430768321
Atlapetes latinuchus,Passerellidae,15.6,9,5.2,6.8,25.9,74.6,9.4,12.7,72.6,23.6,Forest,Omnivore,Omnivore,Insessorial,NA,NA,2.497766778,-1.243836849,LC,41,5.02E+11,-78.56244579,-3.013753647,Neotropical,9,3.59E-05,0.000831771,48.50431022,-0.152237059,0.462979486,2,-0.003637072,0.373605714,5.745927558,0.204475718
Atlapetes rufinucha,Passerellidae,15.8,8.9,4.9,6,25.9,69.7,8.8,12.7,74.5,21.5,Shrubland,Omnivore,Omnivore,Generalist,NA,NA,1.231519602,-0.890835026,LC,16,1.89E+11,-66.67744559,-16.4488989,Neotropical,1,0,0.000659752,1.693889191,-1.160698092,-0.578845392,1,-1.172764482,-0.519442129,2.733093644,0.437053543
Atlapetes tricolor,Passerellidae,17.2,10,5.9,7.6,26.5,76.7,8.9,11.9,83.7,36.5,Forest,Omnivore,Omnivore,Insessorial,NA,NA,7.757070588,-1.293314932,LC,29,3.54E+11,-75.27726856,-10.97376901,Neotropical,3,1.10E-05,0.000741064,9.922342054,-0.776828069,-0.073681662,1,-0.723646628,-0.028781102,2.819855649,0.432052714
Attila phoenicurus,Tyrannidae,21.1,12.9,5.7,5.4,18.8,92.2,19.1,20.6,76.2,32.3,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.429205857,-1.53135546,LC,396,4.70E+12,-55.87714005,-13.30970928,Neotropical,2,2.11E-06,0.000804956,47.22169702,-0.438232313,0.343761339,1,-0.321792408,0.289103157,8.487715061,0.127908862
Attila rufus,Tyrannidae,29.4,19,7.1,6.4,25.6,92,12.4,13.4,73.5,42.6,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.296766161,-1.056660481,LC,56,6.40E+11,-44.1201682,-21.803233,Neotropical,5,4.77E-06,0.000807014,37.59580899,-0.387600843,0.337105861,5,-0.267062526,0.295566377,7.776283016,0.143444669
Attila spadiceus,Tyrannidae,22.3,15.8,7.3,6.5,24.9,85.6,12.3,14.8,67.8,39.1,Forest,Carnivore,Invertivore,Insessorial,13.3,NA,2.477757888,-1.797398074,LC,792,9.60E+12,-69.66038314,1.607389586,Neotropical,6,6.51E-05,0.000808614,28.43428547,-0.376561406,0.327325141,3,-0.26795466,0.323315656,3.309735179,0.335853878
Aulacorhynchus coeruleicinctis,Ramphastidae,81.8,68.9,21.6,23.8,40.1,141.9,17.1,12,148.5,208,Forest,Omnivore,Frugivore,Insessorial,NA,24.3,0.583614038,-0.791130376,LC,28,3.33E+11,-69.39030866,-14.99546383,Neotropical,32,0.000914686,0.000843589,57.54312323,0.65996263,0.193360107,4,0.721240374,0.125603442,9.479858214,0.116265292
Aulacorhynchus derbianus,Ramphastidae,80,65.9,18,25,36.1,133.8,16.6,12.4,132.3,209.7,Forest,Herbivore,Frugivore,Insessorial,NA,NA,3.977030385,-1.68591192,LC,81,9.85E+11,-71.8526119,-12.31708021,Neotropical,1,0,0.0007025,3.020075638,-0.996444742,-0.305244661,1,-0.977468621,-0.238075953,5.086088654,0.219495222
Aulacorhynchus haematopygus,Ramphastidae,94,88.3,22.8,28.2,35.7,134.5,20.7,15,155,194.4,Forest,Herbivore,Frugivore,Insessorial,NA,NA,7.059698562,-1.689000592,LC,42,5.15E+11,-76.07229354,3.596564444,Neotropical,30,0.00021857,0.000905425,158.7184824,1.05603206,0.759145362,2,1.335211315,0.23360522,6.94639685,0.159686201
Aulacorhynchus prasinus,Ramphastidae,68.9,60.9,14.7,21.8,33.3,129.9,16.7,12.8,110.2,170.6,Forest,Herbivore,Frugivore,Insessorial,NA,26,2.32374579,-1.459650007,LC,195,2.34E+12,-72.8933113,-4.63106389,Neotropical,131,0.002370751,0.000976541,275.7415918,4.642720454,0.083197768,5,4.905253185,-0.980103031,8.881485045,0.123377208
Baeolophus bicolor,Paridae,13.3,8.8,4.9,5.5,20.5,77.9,12.5,16.1,68.6,21.6,Forest,Carnivore,Invertivore,Insessorial,13.1,NA,0.456334159,-0.094495494,LC,369,3.63E+12,-86.0767128,37.56700153,Nearctic,7,0.000196108,0.000810786,7.518610171,-0.390239258,0.305228854,3,-0.312118589,0.393355242,5.064771039,0.200968893
Baeopogon indicator,Pycnonotidae,18.9,9.9,4.3,4.6,19.4,98.2,16.1,16.5,78.4,45.8,Forest,Herbivore,Frugivore,Insessorial,NA,10.5,0.674356199,-1.437187484,LC,424,5.20E+12,15.39957154,0.293325429,Afrotropical,8,5.89E-05,0.000734114,3.738179252,-0.689809845,-0.160957429,5,-0.640162403,-0.119641076,12.45585954,0.08146591
Baryphthengus martii,Momotidae,49.3,33.5,11.7,14,32.6,150.7,24.3,16.1,250.8,165,Forest,Carnivore,Omnivore,Insessorial,NA,24.3,3.275296268,-1.849182297,LC,348,4.23E+12,-69.88252477,-4.886554537,Neotropical,2,1.24E-05,0.000767467,12.8498546,-0.692998284,0.101391558,1,-0.622504166,0.151034012,27.41339454,0.039778048
Baryphthengus ruficapillus,Momotidae,45.1,30.9,10.6,12.7,29.5,141.4,22.5,16,228,141.7,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.142767498,-1.063950091,LC,174,1.99E+12,-48.20396542,-21.58947792,Neotropical,17,0.000185154,0.000862563,94.61115731,0.346899533,0.575348896,5,0.534617749,0.325054676,17.61251576,0.061414486
Basileuterus culicivorus,Parulidae,12.8,7.8,4,3.8,19.5,59.5,10.6,18.1,53.1,10.5,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.121689796,-1.171227541,LC,886,1.04E+13,-52.58047378,-18.51947803,Neotropical,1,0,0.000703688,5.625291783,-0.983167819,-0.297629295,1,-0.962027444,-0.238657898,3.227257904,0.355830818
Basileuterus flaveolus,Parulidae,14.6,8.7,4,4.2,20.4,66.3,8.1,12.5,59.7,13.2,Woodland,Carnivore,Invertivore,Generalist,NA,NA,0.25271266,-1.183632928,LC,405,4.83E+12,-49.45015267,-14.3082661,Neotropical,2,8.15E-07,0.000791698,26.04236727,-0.559840693,0.259133895,2,-0.463311899,0.269807034,4.606268312,0.228906722
Bathmocercus rufus,Cisticolidae,15.7,7.6,3.3,3.7,25,56.7,4.5,7.8,55,15.4,Forest,Carnivore,Invertivore,Insessorial,13.3,NA,0.324390687,-1.416273597,LC,99,1.22E+12,13.28202896,1.96445132,Afrotropical,1,0,0.000618788,1.100129516,-1.315804096,-0.841031998,1,-1.357275175,-0.79128832,8.826561709,0.116027055
Batis senegalensis,Platysteiridae,14.8,7.9,5.3,3.6,16.6,54.5,7.7,14.1,40.9,9.6,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,0.276392894,-1.06378431,LC,315,3.79E+12,0.604390938,11.75158154,Afrotropical,1,0,0.000662907,1.377405198,-1.149981825,-0.558655701,1,-1.159967276,-0.497322055,7.122311643,0.177740769
Bleda syndactylus,Pycnonotidae,27.2,16.6,4.5,7.2,25.4,105.4,15.6,14.8,95,46.1,Forest,Carnivore,Invertivore,Insessorial,14.9,NA,0.800461503,-1.461712561,LC,385,4.72E+12,19.59878422,-0.931408292,Afrotropical,5,0.000698102,0.000691824,1.660332678,-0.812407881,-0.556555504,1,-0.919452291,-0.356699045,16.52883198,0.061335219
Bombycilla cedrorum,Bombycillidae,15.1,6.6,4.5,4.9,16.7,95.4,33.5,35.1,59.8,31.6,Woodland,Herbivore,Frugivore,Insessorial,16.1,10.7,1.703209505,0.15981385,LC,1854,1.72E+13,-99.3953284,43.32779973,Nearctic,90,0.002512616,0.000934913,68.76763831,2.78509195,0.046536338,7,2.777726374,-0.05074633,22.32978806,0.045332179
Bonasa bonasia,Phasianidae,21.7,11.2,9,9.1,35.1,169.4,55.8,33,117.8,429,Woodland,Herbivore,Herbivore terrestrial,Generalist,NA,NA,2.122984904,1.176095904,LC,2761,1.82E+13,82.17539551,59.26847784,Palearctic,2,1.96E-07,0.000702911,2.631426502,-0.971157443,-0.309054702,4,-0.949454089,-0.2469846,8.195560437,0.129005771
Bradypterus barratti,Locustellidae,14.3,7.5,3,3.4,21.9,62.3,8,12.8,71.2,18.8,Forest,Carnivore,Invertivore,Generalist,18.3,NA,0.21956169,-0.468236736,LC,46,5.03E+11,29.30926504,-29.32496317,Afrotropical,2,1.40E-05,0.00071537,1.687619584,-0.925258372,-0.232431751,2,-0.89772142,-0.160628107,3.960120262,0.295011412
Bubulcus ibis,Ardeidae,63.3,43.5,8.6,11.5,76.8,244.4,73,29.9,90.9,366,Human Modified,Carnivore,Omnivore,Terrestrial,NA,NA,3.413053125,-0.828319799,LC,7083,7.94E+13,-79.53558645,11.84440921,Panamanian,1,0,0.000561913,1.051558599,-1.528521359,-1.205047828,1,-1.6104247,-1.171256783,20.30102403,0.053543839
Buccanodon duchaillui,Lybiidae,21.9,11.7,7.3,7.4,21.5,79,13.2,16.4,42.8,41.8,Forest,Herbivore,Frugivore,Insessorial,NA,13.1,0.761620623,-1.522153231,LC,339,4.16E+12,19.61274474,0.63553387,Afrotropical,16,0.002622781,0.000929107,9.309538487,0.729703475,0.457846999,5,0.470409949,1.06192823,21.10144528,0.049187643
Buceros bicornis,Bucerotidae,355.5,271,56.9,64.7,74.5,509.4,133.7,25.7,421.4,2790.8,Forest,Omnivore,Frugivore,Insessorial,NA,58.9,4.984691294,-1.658777268,VU,361,4.24E+12,98.57923441,15.70417638,Oriental,18,0.000624182,0.000883868,27.79028555,0.305718455,0.606143109,6,0.396630875,0.673219961,14.47351349,0.077194781
Buceros rhinoceros,Bucerotidae,245.4,215.3,53.6,108.4,70.5,458.5,97.2,21.7,365.6,2371.6,Forest,Herbivore,Frugivore,Insessorial,NA,57.2,2.578383352,-2.327949758,VU,184,2.26E+12,103.3086726,-0.52032847,Oriental,13,0.000200121,0.000786943,8.819628346,-0.324005237,0.113338031,1,-0.246896168,0.152158259,13.75932086,0.082492705
Buthraupis montana,Thraupidae,22.1,12,7.6,9.8,32.4,128.7,28,21.7,90.4,87.1,Forest,Omnivore,Invertivore,Insessorial,NA,10.5,4.82065114,-1.278460929,LC,75,9.11E+11,-74.57902134,-4.448292551,Neotropical,19,0.000281381,0.000837417,40.24952644,0.136344763,0.37976551,4,0.266294189,0.309052976,6.33922083,0.171821572
Bycanistes brevis,Bucerotidae,149.1,112.7,39.2,92.5,52.6,355,87.9,24.7,293.3,1232.8,Forest,Herbivore,Frugivore,Insessorial,NA,43.3,0.101299075,-0.952867723,LC,122,1.48E+12,36.86528513,-4.771030828,Afrotropical,30,0.001984423,0.000907162,10.87778376,0.886019576,0.371736774,2,0.766706735,0.729091387,6.075603032,0.198365422
Bycanistes bucinator,Bucerotidae,113.7,95.9,29,64.8,49.4,277.5,65.1,23.6,232.2,639.4,Forest,Herbivore,Frugivore,Insessorial,NA,34.9,0.265258218,-0.866252048,LC,414,4.93E+12,30.54645683,-13.12658804,Afrotropical,29,0.000129822,0.000755145,5.265440361,-0.067321162,-0.1767115,9,0.041012979,-0.255624774,8.690379907,0.13264314
Bycanistes fistulator,Bucerotidae,91.1,71.3,26.8,42.1,39.1,236.8,51.6,22.2,196.3,508.1,Forest,Herbivore,Frugivore,Insessorial,NA,32,1.153072825,-1.544867774,LC,331,4.06E+12,11.9617739,2.379325513,Afrotropical,1,0,0.000512765,1.03944472,-1.712239285,-1.519611263,1,-1.829066955,-1.499703461,7.885319372,0.180620424
Bycanistes subcylindricus,Bucerotidae,132.7,106.6,36.2,74.6,49.2,327.8,72,21.9,253,1195.4,Forest,Herbivore,Frugivore,Insessorial,NA,37.8,0.415138885,-1.302435439,LC,150,1.84E+12,27.00679023,2.347927348,Afrotropical,13,0.000166789,0.000764975,5.021647268,-0.42511524,-0.019760555,5,-0.359406277,0.017763096,5.985150294,0.210575365
Cacatua galerita,Cacatuidae,49.3,40.2,22.4,44.3,28.5,347.3,93.2,25.9,198.4,720.4,Forest,Herbivore,Omnivore,Insessorial,NA,NA,4.990040085,-1.017646945,LC,526,5.94E+12,142.0953091,-22.01442702,Australian,1,0,0.000333431,1.033253876,-2.38246719,-2.667401923,1,-2.626708797,-2.698276331,5.93064581,0.184613037
Cacicus cela,Icteridae,33.7,24,7.9,11.8,29.8,145.3,39.5,27.2,97.8,85.5,Forest,Omnivore,Omnivore,Insessorial,23.9,12.1,1.77869419,-1.760533818,LC,843,1.03E+13,-62.45377935,-3.643157059,Neotropical,18,0.000154356,0.000843018,89.10876997,0.274562954,0.450784684,3,0.453940953,0.199502288,5.800202455,0.184485807
Cacicus chrysonotus,Icteridae,28.5,21,6.8,9.9,31.4,141.9,25.3,17.8,130.5,79.5,Forest,Omnivore,Invertivore,Insessorial,23.4,NA,3.417431029,-1.306717977,LC,65,7.90E+11,-76.38793639,-0.856906841,Neotropical,4,4.67E-06,0.000777182,12.75146261,-0.608388599,0.152525587,3,-0.524278511,0.190427802,4.82807723,0.218597045
Cacicus chrysopterus,Icteridae,24.4,15.8,5.2,7.4,25,99.8,17.8,17.8,85.5,36.2,Forest,Omnivore,Omnivore,Insessorial,19,7.9,0.637095013,-0.858159233,LC,203,2.24E+12,-54.60798473,-26.9539645,Neotropical,18,0.00043395,0.000909676,209.6801692,0.983980117,0.81472453,6,1.220362238,0.250397793,5.823939873,0.178841513
Cacicus haemorrhous,Icteridae,34,23.3,8.5,11.4,29.8,161.8,41.2,25,101.1,83.7,Forest,Carnivore,Invertivore,Insessorial,24,NA,2.317497021,-1.663570739,LC,778,9.34E+12,-62.41165085,-4.012951874,Neotropical,39,0.000646772,0.000957567,520.3219623,2.781180257,0.939767995,8,3.225823361,-0.71777934,3.564158256,0.313534735
Cacicus microrhynchus,Icteridae,29,18.4,6.2,8.4,26.5,124,24.9,20.3,84.6,80,Forest,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,1,0,0.000756037,6.515565487,-0.784511627,0.037419805,1,-0.725728332,0.108304419,4.255340986,0.305361943
Cacicus solitarius,Icteridae,32.1,24.5,7,11.3,29,118.1,13.3,11,110.4,79.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.740865171,-1.432955661,LC,829,9.88E+12,-57.76325449,-12.30890457,Neotropical,3,7.07E-06,0.000762552,11.64569958,-0.691404482,0.064742619,1,-0.621357795,0.10919572,8.300014767,0.125446219
Cacicus uropygialis,Icteridae,31.3,19.7,7.5,9.5,30.6,140.2,31.8,23,111.8,61.2,Forest,Omnivore,Invertivore,Insessorial,20.4,NA,6.584874865,-1.82159006,LC,102,1.24E+12,-78.4712073,4.212013433,Neotropical,5,4.23E-07,0.000774782,36.70053051,-0.511894812,0.131788948,2,-0.413909687,0.083070658,5.646498587,0.191168904
Callipepla californica,Odontophoridae,14.1,7.2,5.6,6.8,28.5,108.2,28.3,26.2,82.2,165.7,Shrubland,Herbivore,Omnivore,Terrestrial,NA,NA,0.330884831,-0.023737155,LC,328,3.16E+12,-118.1854317,40.69698141,Nearctic,17,8.82E-06,0.000728331,10.72228952,-0.471662575,-0.244256951,1,-0.389370539,-0.29753126,4.947777199,0.215451504
Caloramphus fuliginosus,Megalaimidae,25.1,17.4,7.8,11.7,20.2,78.2,15.4,19.7,45.2,42.6,Forest,Herbivore,Frugivore,Insessorial,NA,NA,2.39606991,-2.391490067,LC,149,1.83E+12,114.4185862,0.834884279,Oriental,21,0.001028263,0.000906499,29.89944598,0.546874077,0.640699161,1,0.588604798,0.77878091,NA,NA
Calyptomena viridis,Calyptomenidae,16.6,8.7,6,6,21.4,97.8,16.5,16.7,51.6,58.5,Forest,Herbivore,Frugivore,Insessorial,14.1,16.1,3.050976515,-2.381471033,NT,197,2.42E+12,100.873173,3.184031319,Oriental,20,0.001147819,0.00090499,28.7377036,0.534257372,0.610483893,1,0.549667118,0.785430256,15.75737861,0.067477095
Camarhynchus pallidus,Thraupidae,17.1,11.2,5.2,7.4,22.6,69,10.2,14.8,40.2,23.1,Shrubland,Carnivore,Invertivore,Insessorial,16.4,NA,0.023757725,-0.698788949,VU,7,86153823543,-90.5,-0.597728843,Neotropical,7,7.26E-05,0.000795378,10.90097562,-0.459070916,0.234472875,3,-0.367462307,0.2793083,0.5823215,2.031266744
Camarhynchus parvulus,Thraupidae,11.2,7,4.3,6.5,19.3,61.3,9.1,15.3,36.7,13.2,Woodland,Omnivore,Invertivore,Insessorial,13.6,NA,0.023757725,-0.698788949,LC,7,86153823543,-90.5,-0.597728843,Neotropical,19,0.000187549,0.000845555,19.6673358,0.079701524,0.452948053,3,0.222267235,0.43080859,0.35405061,3.327554788
Camarhynchus psittacula,Thraupidae,14.6,9.1,5.7,9.7,21.5,68.7,10.7,15.9,41.1,18.7,Forest,Carnivore,Invertivore,Insessorial,15.5,NA,0.023757725,-0.698788949,NA,7,86153823543,-90.5,-0.597728843,Neotropical,8,1.55E-05,0.000679594,2.899308278,-0.904388408,-0.500124643,3,-0.885920016,-0.481286143,0.539351752,2.151861442
Camaroptera brachyura,Cisticolidae,14.4,8.2,3,2.9,21.4,52.8,4.2,7.8,40.6,9.7,Forest,Carnivore,Invertivore,Insessorial,10.4,NA,0.429513338,-1.027641832,LC,1494,1.80E+13,20.68473322,-1.238112945,Afrotropical,1,0,0.000694796,1.397978074,-1.030735688,-0.354555204,1,-1.018054495,-0.284255238,7.763240834,0.144970267
Campephaga flava,Campephagidae,19,9.8,6.1,5.4,19.7,98.8,22.2,22.5,85.4,32.3,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,0.309930154,-0.820058392,LC,565,6.72E+12,28.61862796,-12.62626198,Afrotropical,1,0,0.00066325,1.219655887,-1.1492353,-0.556461516,1,-1.159057046,-0.494513985,6.602843687,0.176154739
Campephaga phoenicea,Campephagidae,18.6,11,6.4,5.5,19.7,97.5,21.5,22,85.5,27.1,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.536863019,-1.197635378,LC,477,5.80E+12,15.57508357,8.423423048,Afrotropical,1,0,0.000674451,1.305128875,-1.107084219,-0.484770082,4,-1.108904567,-0.419929408,9.355023444,0.12471746
Camptostoma obsoletum,Tyrannidae,9.8,5.8,3.2,3.1,13.9,52.3,8.7,16.5,40.9,8.1,Shrubland,Carnivore,Invertivore,Insessorial,8.9,NA,2.597460447,-1.430544757,LC,1337,1.59E+13,-58.93942709,-10.42610325,Neotropical,20,0.004027704,0.001020774,284.6551432,2.364568671,0.702983809,8,2.062113594,0.721679083,8.025746113,0.130109072
Campylorhynchus brunneicapillus,Troglodytidae,26.1,16.4,4,5.7,26.2,83.2,11.3,13.7,86.4,38.9,Shrubland,Carnivore,Invertivore,Insessorial,19,NA,0.413183252,-0.185864424,LC,244,2.63E+12,-107.1338971,29.2917002,Nearctic,8,6.48E-05,0.000880508,21.81428473,-0.080311815,0.774705559,1,0.081400174,0.799627716,10.8091065,0.094336526
Campylorhynchus rufinucha,Troglodytidae,23.7,14.6,4.3,5.4,21.9,68,8.2,12.1,72,31,Shrubland,Carnivore,Invertivore,Insessorial,17.2,NA,0.432923549,-1.395320933,LC,51,6.06E+11,-93.19197436,15.30071753,Panamanian,1,0,0.000550692,1.088417468,-1.570330829,-1.276864326,1,-1.660187519,-1.246372703,5.11855552,0.200687842
Capito auratus,Capitonidae,26.2,16,7,10.4,22.6,84.3,15.5,18.4,54,57.4,Forest,Herbivore,Frugivore,Insessorial,NA,15.2,2.757566871,-2.000095972,LC,302,3.69E+12,-68.86439794,-3.48276905,Neotropical,10,0.000111567,0.000850447,96.24108856,0.118391721,0.559188369,1,0.293189666,0.329259849,4.686170087,0.240817178
