Scientific,PC1,PC2,PC3,deg.degree_z,bet.betweenness_z,clos.closeness_z,katzz.Katz_z,Family1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Hand.Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Toe,Gape_size_mcf,NicheBreadth,NichePosition,IUCN,RangeSize_Cells,RangeSize_Meters,MidPoint_Long,MidPoint_Lat,Realm,Nwebs,ED,DR,database,lat,lon
Euphonia chlorotica,1.741466848,-0.962597328,0.106756865,-0.462130674,-0.803059898,-1.695871521,-0.891869912,Fringillidae,9.2,5.9,4.1,4,12.9,56.7,13.7,24.2,32.9,11,Forest,Herbivore,Frugivore,Insessorial,NA,6.3,1.716173853,-1.358654593,LC,926,1.10E+13,-54.00661725,-15.10680309,Neotropical,22,5.352213958,0.221880478,de Oliveira 1999,-19.76666,-40.033333
Euphonia violacea,-3.068521258,-0.559070178,0.182444263,2.20191674,1.547413146,1.185463588,1.881706888,Fringillidae,10,6.6,4.8,5.2,13.9,57.9,16.2,27.6,33.2,15,Forest,Herbivore,Frugivore,Insessorial,8.8,7.6,1.930890116,-1.534198348,LC,515,6.17E+12,-51.50114811,-9.014234358,Neotropical,14,5.70412246,0.241492731,de Oliveira 1999,-19.76666,-40.033333
Hemithraupis flavicollis,1.312640863,-0.647059444,-0.036899852,-0.462130674,-0.716021878,-1.234857904,-0.593377909,Thraupidae,13.5,8.1,4.1,5.1,15.7,67.9,13.6,21,53.2,12.8,Forest,Omnivore,Invertivore,Insessorial,8.4,NA,2.232244551,-1.83988152,LC,565,6.88E+12,-63.96493578,-4.242558384,Neotropical,3,4.802989555,0.240246819,de Oliveira 1999,-19.76666,-40.033333
Megarynchus pitangua,2.131639946,-1.409532324,0.106850118,-0.462130674,-0.794165247,-2.272138543,-1.031035563,Tyrannidae,33.7,24.7,13.9,10.4,19.2,113.5,26.6,23.3,85.8,69.9,Woodland,Carnivore,Invertivore,Insessorial,16.4,NA,1.761544433,-1.551677778,LC,1276,1.53E+13,-61.49666708,-5.4488031,Neotropical,26,7.936976722,0.132998078,de Oliveira 1999,-19.76666,-40.033333
Mimus gilvus,1.019494951,0.536756366,0.048940327,-0.842708876,-0.803059898,-0.08232386,-0.738184643,Mimidae,22.9,13.9,5.1,5.8,33,105.8,23.9,22.8,115.7,52,Shrubland,Carnivore,Invertivore,Generalist,23,NA,1.821859952,-1.647665281,LC,310,3.75E+12,-67.1893476,6.718858944,Neotropical,1,2.701675814,0.380972639,de Oliveira 1999,-19.76666,-40.033333
Myiarchus tyrannulus,1.019494951,0.536756366,0.048940327,-0.842708876,-0.803059898,-0.08232386,-0.738184643,Tyrannidae,23.2,15.1,8.2,6.5,21.9,92,15.4,16.6,85.7,35.5,Woodland,Carnivore,Invertivore,Insessorial,15.8,NA,1.476109794,-1.204415163,LC,1112,1.31E+13,-52.61362606,-14.89435,Neotropical,9,2.502267359,0.509297336,de Oliveira 1999,-19.76666,-40.033333
Myiophobus fasciatus,1.019494951,0.536756366,0.048940327,-0.842708876,-0.803059898,-0.08232386,-0.738184643,Tyrannidae,13.5,7.4,5,3.6,16.5,58.9,11,18.7,54.1,9.9,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,1.629037776,-1.195528534,LC,1059,1.24E+13,-57.42652865,-14.34714776,Neotropical,6,8.74665763,0.120283925,de Oliveira 1999,-19.76666,-40.033333
Myiozetetes similis,0.070069929,0.785286548,-0.029836302,-0.462130674,0.023954931,0.609196566,-0.15764415,Tyrannidae,17.4,9.7,5.5,4.9,19.6,87,14.5,16.4,69.1,28,Shrubland,Carnivore,Invertivore,Insessorial,9.8,NA,1.992676194,-1.575288762,LC,1055,1.27E+13,-63.60345243,-3.434561621,Neotropical,22,6.726388542,0.160909056,de Oliveira 1999,-19.76666,-40.033333
Nemosia pileata,1.019494951,0.536756366,0.048940327,-0.842708876,-0.803059898,-0.08232386,-0.738184643,Thraupidae,13.9,9,4.3,5.2,17.2,68.4,13.8,20.2,47.4,16,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.043319988,-1.4649201,LC,843,1.01E+13,-54.45394997,-11.54325112,Neotropical,12,7.73808493,0.139655089,de Oliveira 1999,-19.76666,-40.033333
Pachyramphus polychopterus,1.019494951,0.536756366,0.048940327,-0.842708876,-0.803059898,-0.08232386,-0.738184643,Tityridae,14.9,10.4,7,5.7,18.7,72,16.4,21.8,55.7,20.8,Forest,Omnivore,Invertivore,Insessorial,11.2,10.9,2.375443657,-1.4753471,LC,1312,1.56E+13,-58.88089203,-9.800374312,Neotropical,7,6.818755509,0.155773999,de Oliveira 1999,-19.76666,-40.033333
Piaya cayana,1.697586908,-0.393927438,-0.076695375,-0.842708876,-0.803059898,-1.234857904,-0.852506526,Cuculidae,32,18.9,8.8,10.7,34.6,145.5,15.9,11,278.6,102,Forest,Carnivore,Invertivore,Insessorial,NA,NA,2.213829448,-1.497469298,LC,1390,1.66E+13,-62.52306917,-5.888151137,Neotropical,11,13.310659,0.076528117,de Oliveira 1999,-19.76666,-40.033333
Pipra pipra,-1.118524603,0.248699888,0.240016965,0.679603932,1.190224035,0.839703375,0.479225794,Pipridae,12,6.6,4.4,4.1,14.1,62,10.6,17.3,26.6,11.1,Forest,Omnivore,Frugivore,Insessorial,8.6,9,1.78318503,-1.945971892,LC,522,6.38E+12,-63.10146373,-1.004473348,Neotropical,7,5.157933795,0.226369705,de Oliveira 1999,-19.76666,-40.033333
Pipra rubrocapilla,-0.610388034,0.660726058,-0.161660071,-0.081552472,0.358666223,0.839703375,0.380808086,Pipridae,10.4,6,3.8,4.1,12.6,61.2,11.5,19.7,31.4,12,Forest,Herbivore,Frugivore,Insessorial,NA,9.2,0.971256064,-1.70048823,LC,355,4.31E+12,-58.88711501,-7.491835189,Neotropical,6,4.149284597,0.264168557,de Oliveira 1999,-19.76666,-40.033333
Pipraeidea melanonota,1.019494951,0.536756366,0.048940327,-0.842708876,-0.803059898,-0.08232386,-0.738184643,Thraupidae,12.6,7.4,4.8,5,17.9,80.1,21.4,26.5,57.8,21,Forest,Herbivore,Omnivore,Insessorial,NA,7.1,2.364551902,-1.107353145,LC,323,3.74E+12,-49.82097757,-23.30685254,Neotropical,23,9.417194274,0.110003619,de Oliveira 1999,-19.76666,-40.033333
Pitangus sulphuratus,0.137667247,-0.711755828,0.024253357,0.29902573,-0.37759493,-0.658590882,0.087957166,Tyrannidae,29.3,21.1,10.1,9.1,25.8,111.9,20.6,18.1,84.8,62.9,Human Modified,Carnivore,Omnivore,Insessorial,13,NA,2.927218273,-1.297309143,LC,1586,1.86E+13,-58.61943603,-13.74168914,Neotropical,42,11.13291682,0.092928216,de Oliveira 1999,-19.76666,-40.033333
Procnias nudicollis,0.607286297,-0.663102061,-0.103356791,-0.081552472,-0.475780659,-0.889097691,-0.112322606,Cotingidae,27,10.9,7.1,5.9,29.4,148.4,35.1,24,82.6,172,Forest,Herbivore,Frugivore,Insessorial,NA,22.1,0.228343463,-0.996505304,NT,171,1.96E+12,-47.13240416,-21.49148556,Neotropical,8,9.297734369,0.123341498,de Oliveira 1999,-19.76666,-40.033333
Ramphocelus bresilius,1.019494951,0.536756366,0.048940327,-0.842708876,-0.803059898,-0.08232386,-0.738184643,Thraupidae,18.3,12.1,6.7,7.6,21,82.3,11.3,13.7,80.2,32.9,Shrubland,Omnivore,Omnivore,Insessorial,15.9,11.8,0.446308067,-1.129202407,LC,72,8.41E+11,-41.20016522,-17.42802996,Neotropical,3,2.588749637,0.413903352,de Oliveira 1999,-19.76666,-40.033333
Saltator maximus,-2.860462383,-0.36962151,-0.075008099,1.821338538,1.851412543,1.185463588,1.906294257,Thraupidae,20.7,14.7,8.9,10.4,25.3,96.1,16.1,16.9,88.9,47.6,Shrubland,Herbivore,Frugivore,Insessorial,18.3,NA,2.132791803,-1.749025851,LC,937,1.14E+13,-64.09445171,-2.503728978,Neotropical,17,7.342070513,0.146233968,de Oliveira 1999,-19.76666,-40.033333
Satrapa icterophrys,1.019494951,0.536756366,0.048940327,-0.842708876,-0.803059898,-0.08232386,-0.738184643,Tyrannidae,16.8,10.8,4.2,4,18.8,86.6,19.6,22.6,68.7,21.5,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,1.14878674,-1.130243366,LC,782,9.08E+12,-54.70481155,-18.92727386,Neotropical,3,10.31811477,0.107954318,de Oliveira 1999,-19.76666,-40.033333
Sporophila caerulescens,1.019494951,0.536756366,0.048940327,-0.842708876,-0.803059898,-0.08232386,-0.738184643,Thraupidae,10.3,6.8,5.1,6.4,14.5,55.8,10.6,18.7,46.5,9.7,Shrubland,Herbivore,Granivore,Generalist,NA,NA,1.779575003,-1.114938732,LC,781,8.95E+12,-57.94883046,-20.31123355,Neotropical,3,1.530408622,0.72829819,de Oliveira 1999,-19.76666,-40.033333
Sporophila leucoptera,0.547626705,0.369811631,0.077781172,-0.462130674,-0.681915795,0.032929544,-0.436967769,Thraupidae,12.1,8.2,6.7,8.8,15.8,55.8,7.6,13.6,49.5,15.5,Shrubland,Herbivore,Granivore,Insessorial,NA,NA,0.393424312,-1.179290086,LC,397,4.68E+12,-48.6329939,-16.63198467,Neotropical,1,3.376909487,0.392651777,de Oliveira 1999,-19.76666,-40.033333
Tangara cayana,0.868507369,-0.219551398,-0.103390511,-0.462130674,-0.550121742,-0.658590882,-0.367663149,Thraupidae,13,7.9,5,6,16.8,71.6,13,17.5,52,18,Forest,Herbivore,Frugivore,Insessorial,NA,8.3,1.146837051,-1.409963368,LC,587,7.04E+12,-47.56551034,-14.46577332,Neotropical,29,1.978854714,0.541620706,de Oliveira 1999,-19.76666,-40.033333
Tangara mexicana,-2.810010858,-0.351457832,-0.012928303,1.821338538,1.547413146,1.185463588,1.825373158,Thraupidae,13,7.3,4.3,5,16.4,70.2,16.2,23.2,49.6,20.5,Forest,Omnivore,Omnivore,Insessorial,9.3,8.1,1.939680011,-1.8094694,LC,668,8.13E+12,-62.31336008,-4.663071253,Neotropical,4,4.706477965,0.226146552,de Oliveira 1999,-19.76666,-40.033333
Thraupis palmarum,-0.637646371,0.768393654,-0.099199317,-0.081552472,0.776322329,0.954956779,0.327199227,Thraupidae,15,9.4,5.9,6.5,20.7,92.5,20.4,21.9,70.4,39,Forest,Omnivore,Omnivore,Insessorial,NA,9.3,2.201483631,-1.60704382,LC,1136,1.37E+13,-58.48291194,-7.036679257,Neotropical,37,2.655026185,0.402724932,de Oliveira 1999,-19.76666,-40.033333
Thraupis sayaca,-1.726929227,0.382104238,-0.220610105,0.679603932,1.547413146,1.185463588,1.163080263,Thraupidae,15.5,9.2,6.5,7.2,19.6,90.3,21.1,23.5,66,32.5,Forest,Herbivore,Omnivore,Insessorial,NA,9.3,0.727741794,-1.038092732,LC,655,7.58E+12,-52.46411609,-19.08960575,Neotropical,49,2.978861528,0.353410243,de Oliveira 1999,-19.76666,-40.033333
Tolmomyias flaviventris,0.591219486,0.385506007,0.131421393,-0.462130674,-0.233802249,0.032929544,-0.506887871,Tyrannidae,12.6,6.8,5.2,4,16.2,59.9,9.7,16.2,52.7,12.2,Forest,Carnivore,Invertivore,Insessorial,6.5,NA,1.812522603,-1.682683916,LC,867,1.05E+13,-58.75243149,-4.535624395,Neotropical,3,6.902450493,0.168498492,de Oliveira 1999,-19.76666,-40.033333
Turdus amaurochalinus,-1.726929227,0.382104238,-0.220610105,0.679603932,1.547413146,1.185463588,1.163080263,Turdidae,24.2,13,5,6.2,32.1,116.1,27.3,23.4,95.7,57.9,Forest,Omnivore,Invertivore,Insessorial,NA,10.8,1.237331591,-1.051119726,LC,803,9.29E+12,-54.02016637,-18.89478552,Neotropical,35,3.734143834,0.277619447,de Oliveira 1999,-19.76666,-40.033333
Turdus flavipes,-0.636238377,-0.869959566,-0.222556267,0.679603932,-0.208939045,-0.428084073,0.776293621,Turdidae,21.7,11,5,5.7,25.7,110.6,28.6,25.9,84.1,65.1,Forest,Omnivore,Frugivore,Insessorial,NA,11.5,0.751147786,-1.232964047,LC,147,1.71E+12,-47.00630279,-23.2836817,Neotropical,13,5.768782022,0.183341035,de Oliveira 1999,-19.76666,-40.033333
Turdus fumigatus,1.469789117,-0.825444973,-0.03553484,-0.462130674,-0.667127044,-1.465364713,-0.650774842,Turdidae,24.2,13.8,5,6.7,31,113.5,23.9,21.1,90.8,75.7,Forest,Omnivore,Invertivore,Insessorial,23.3,11.7,1.67949857,-1.72195894,LC,439,5.34E+12,-57.8159728,-1.519698486,Neotropical,1,3.839738835,0.272270696,de Oliveira 1999,-19.76666,-40.033333
Turdus leucomelas,0.868507369,-0.219551398,-0.103390511,-0.462130674,-0.550121742,-0.658590882,-0.367663149,Turdidae,22.2,13.4,5.1,6,32.4,111.6,24.8,22.4,92.1,69.1,Forest,Herbivore,Frugivore,Insessorial,NA,NA,1.274447242,-1.420069445,LC,734,8.78E+12,-53.20286272,-8.841812945,Neotropical,35,5.393453122,0.194505901,de Oliveira 1999,-19.76666,-40.033333
Tyrannus melancholicus,-0.959661601,0.537918149,0.018031569,0.29902573,0.926342601,0.954956779,0.485390742,Tyrannidae,23.5,17.4,9.7,7.4,18.7,108.8,25.5,23.7,91.9,37.4,Human Modified,Carnivore,Invertivore,Insessorial,14.1,NA,3.007612386,-1.311171364,LC,1638,1.92E+13,-63.63952231,-8.804772123,Neotropical,35,2.314740215,0.478147108,de Oliveira 1999,-19.76666,-40.033333
Vireo olivaceus,0.070069929,0.785286548,-0.029836302,-0.462130674,0.023954931,0.609196566,-0.15764415,Vireonidae,14,9.2,4.4,4.3,18.3,68,14.1,20.9,52.1,16.1,Forest,Omnivore,Invertivore,Insessorial,10.9,NA,6.899358838,-0.55626466,LC,2754,2.86E+13,-81.39042982,25.02264854,Nearctic,40,4.037235949,0.300660905,de Oliveira 1999,-19.76666,-40.033333
Volatinia jacarina,1.019494951,0.536756366,0.048940327,-0.842708876,-0.803059898,-0.08232386,-0.738184643,Thraupidae,10.4,7.1,4.3,5.6,16.8,47.8,7.1,14.1,42.8,9.9,Human Modified,Herbivore,Granivore,Terrestrial,11.9,NA,2.476235723,-1.424376684,LC,1480,1.76E+13,-63.04985271,-6.966559011,Neotropical,7,9.703522626,0.118023379,de Oliveira 1999,-19.76666,-40.033333
Erithacus rubecula,-2.689745754,-0.4143349,0.142715985,1.6719936,0.801009494,1.089393373,1.907343085,Muscicapidae,14,7,2.9,3.3,24.5,71.6,14.2,19.9,56.9,17.7,Forest,Carnivore,Omnivore,Generalist,14.3,NA,0.549256073,0.444044802,LC,2178,1.71E+13,29.78227269,53.37925815,Palearctic,79,15.11535306,0.071639552,Debussche 1989,43.666666,3.66666
Ficedula hypoleuca,0.601013267,0.535603147,0.022024826,-0.597140571,-0.546150564,0.126673648,-0.474206074,Muscicapidae,12.8,6.5,4.1,3.2,17.6,79.3,24.2,30.4,52.1,13.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.258861229,0.059100204,LC,2824,2.57E+13,25.8812981,47.26880861,Palearctic,36,3.126858681,0.340096489,Debussche 1989,43.666666,3.66666
Luscinia megarhynchos,1.373446401,-0.120582878,-0.068982236,-0.716568686,-0.758864904,-0.836046077,-0.781530819,Muscicapidae,16,8.8,3.5,3.7,26.4,84,23.2,27.6,68.2,19.6,Woodland,Carnivore,Invertivore,Generalist,16.6,NA,1.162784193,-0.075522913,LC,1739,1.73E+13,36.32357324,42.97534655,Palearctic,3,8.548766976,0.120061265,Debussche 1989,43.666666,3.66666
Monticola solitarius,2.146364072,-1.052007008,0.008489481,-0.8359968,-0.758864904,-2.039445733,-0.873850901,Muscicapidae,28.1,15.7,5.3,6,28.3,121.1,35.8,29.5,84.6,53.7,Rock,Carnivore,Omnivore,Insessorial,NA,NA,3.544127194,-0.495803864,LC,2846,3.08E+13,66.84200745,26.12050346,Oriental,1,5.33237029,0.198007855,Debussche 1989,43.666666,3.66666
Phoenicurus ochruros,-0.357954631,1.065923508,0.003423566,-0.238856229,0.87132981,1.089393373,-0.092044286,Muscicapidae,15.4,8.1,2.8,2.9,22.4,83.1,19.2,23.1,60.4,16.5,Rock,Omnivore,Invertivore,Insessorial,16.5,NA,2.516464978,0.149579604,LC,3135,3.09E+13,50.81464594,37.99939703,Palearctic,9,5.65641761,0.183092852,Debussche 1989,43.666666,3.66666
Phoenicurus phoenicurus,0.497080978,0.466657241,-0.019870374,-0.477712457,-0.546150564,0.126673648,-0.418993618,Muscicapidae,13.9,7.8,3.3,3.4,21.6,77.9,20.2,25.8,58,14.6,Woodland,Carnivore,Invertivore,Insessorial,14,NA,3.332841969,0.376560175,LC,2922,2.40E+13,42.887437,55.87162821,Palearctic,12,6.97603885,0.14889918,Debussche 1989,43.666666,3.66666
Pica pica,1.318061259,-0.151810055,-0.001943238,-0.716568686,-0.65550696,-0.836046077,-0.689123112,Corvidae,40.8,26.1,12.4,13.7,49.1,194.5,44.6,22.9,237.4,217.5,Human Modified,Omnivore,Omnivore,Terrestrial,30.4,NA,2.606777428,0.675783251,LC,4696,3.78E+13,64.46058374,52.13957363,Palearctic,10,8.875599558,0.116383095,Debussche 1989,43.666666,3.66666
Saxicola torquatus,1.852227708,-0.666823988,0.026385961,-0.8359968,-0.758864904,-1.55808587,-0.814723322,Muscicapidae,15.3,7.9,3.5,3.4,21.9,67.3,14,20.8,48.3,14.1,Shrubland,Carnivore,Invertivore,Insessorial,15.1,NA,4.946633159,0.428450043,LC,5993,5.31E+13,102.0506658,54.61836662,Palearctic,2,4.842295443,0.216345179,Debussche 1989,43.666666,3.66666
Sturnus vulgaris,1.010865123,-0.059848615,0.033129868,-0.597140571,-0.696573286,-0.595366146,-0.510586839,Sturnidae,30.2,18.5,6.6,6.5,29,128.3,49.2,38.4,65.8,77.1,Human Modified,Omnivore,Omnivore,Insessorial,22.6,NA,1.9451504,0.468603155,LC,5683,4.78E+13,42.17346192,51.50031444,Palearctic,18,5.633037425,0.181427603,Debussche 1989,43.666666,3.66666
Sylvia atricapilla,-3.798728656,-0.561006153,-0.026959889,2.5079904,2.925845798,1.570753235,2.498648343,Sylviidae,15.2,7.2,3.2,3.4,20.8,75.9,20.5,27,62.2,16.7,Woodland,Omnivore,Omnivore,Insessorial,13.6,NA,2.422965045,0.060701022,LC,2998,2.78E+13,24.45212678,47.01415534,Palearctic,85,13.44927879,0.077912271,Debussche 1989,43.666666,3.66666
Sylvia borin,-0.129442145,0.929598758,0.063590317,-0.358284343,0.196642374,0.848713441,-0.139300303,Sylviidae,15.1,7.2,3.5,3.6,20.1,78.7,23.6,30,57.9,18.2,Woodland,Omnivore,Omnivore,Insessorial,14,NA,3.611041333,-0.056587484,LC,5398,5.33E+13,31.71388488,38.25376116,Palearctic,63,11.31433395,0.09334886,Debussche 1989,43.666666,3.66666
Sylvia cantillans,0.14765861,0.238605566,-0.100013509,-0.119428114,-0.546150564,0.126673648,-0.190579735,Sylviidae,12.4,6.1,2.4,3.3,17.8,61,13.7,22.3,52.3,9.6,Shrubland,Omnivore,Invertivore,Insessorial,NA,NA,2.06554804,-0.200031319,LC,1329,1.45E+13,8.601853106,28.17297781,Saharo-Arabian,8,5.866089194,0.177876271,Debussche 1989,43.666666,3.66666
Sylvia communis,1.011802189,0.226537957,0.030626745,-0.716568686,-0.758864904,-0.354686214,-0.609769325,Sylviidae,13.6,7,2.8,3.3,21.3,72.6,17.6,24.2,63.3,15.1,Shrubland,Omnivore,Invertivore,Insessorial,NA,NA,2.775073182,0.109119147,LC,4104,3.90E+13,34.27128973,41.75436832,Palearctic,15,6.494688687,0.162291638,Debussche 1989,43.666666,3.66666
Sylvia hortensis,0.920180389,0.164532935,-0.026169254,-0.597140571,-0.52630953,-0.354686214,-0.575096386,Sylviidae,17.1,9.9,3.6,4.2,24.6,79,18.4,23.2,68.8,21.9,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,2.272016743,-0.235298685,LC,2010,2.19E+13,28.60574278,28.02846024,Saharo-Arabian,2,5.170766835,0.207236543,Debussche 1989,43.666666,3.66666
Sylvia melanocephala,-2.451557382,0.016165326,0.020736745,1.433137372,1.259198951,1.330073304,1.530511148,Sylviidae,13.7,7.3,2.9,3,20.4,58.7,10.5,18,61.3,11.7,Shrubland,Omnivore,Invertivore,Insessorial,NA,NA,1.671567177,-0.062708198,LC,748,7.74E+12,12.00764334,34.65004867,Saharo-Arabian,16,4.234389689,0.248597345,Debussche 1989,43.666666,3.66666
Sylvia undata,0.183916435,0.555253582,0.022426982,-0.358284343,-0.271606026,0.367353579,-0.230499315,Sylviidae,13.1,6.2,2.5,2.5,18.6,53.5,7.5,14.1,63.1,10.8,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,0.237084998,0.012753205,NT,272,2.60E+12,0.60967253,39.71098091,Palearctic,5,3.4719498,0.308678524,Debussche 1989,43.666666,3.66666
Turdus iliacus,1.128467007,-0.55491201,0.061216958,-0.477712457,-0.758864904,-1.076726008,-0.393368355,Turdidae,22.7,12.2,4.4,5.5,28,116.3,37.7,32.3,78.3,61.2,Forest,Omnivore,Invertivore,Insessorial,NA,NA,2.698330337,0.922376862,NT,3858,2.70E+13,63.82371322,58.52207251,Palearctic,28,7.866801789,0.13363401,Debussche 1989,43.666666,3.66666
Turdus merula,-1.262630781,-0.660011322,-0.069942152,1.074853029,0.443501749,0.126673648,0.980486332,Turdidae,28.5,15.5,5.3,7.5,33.6,128.4,29.8,23.1,106.3,102.7,Forest,Omnivore,Omnivore,Generalist,NA,NA,1.22701294,0.171107025,LC,2790,2.49E+13,27.69777951,49.63903324,Palearctic,97,8.885738317,0.116686515,Debussche 1989,43.666666,3.66666
Turdus philomelos,-1.501024088,0.04245891,-0.120886781,0.955424914,1.08524384,0.848713441,0.848990006,Turdidae,23.1,11.9,5,5.7,31.8,116,35.7,30.7,81.7,67.7,Forest,Omnivore,Invertivore,Generalist,NA,NA,1.531042733,0.57972099,LC,2997,2.32E+13,42.82507453,54.28037594,Palearctic,80,13.83200364,0.075404385,Debussche 1989,43.666666,3.66666
Anisognathus somptuosus,-1.081405249,0.571143986,0.073661011,-0.992633638,-0.745045478,-0.13237782,-0.580070583,Thraupidae,20,10.8,5.9,7.7,23.7,92.1,18.9,20.9,72,44.5,Forest,Omnivore,Invertivore,Insessorial,NA,8.9,3.783569083,-1.271491493,LC,78,9.47E+11,-76.14980225,-1.509417332,Neotropical,12,6.547597659,0.16692293,Dehling 2017 San Pedro 1,-13.0506,-71.5356
Catharus ustulatus,1.068523427,0.06380717,-0.154678569,0.673572826,0.874291286,0.659082504,0.620511295,Turdidae,16.6,9.5,4.4,4.1,29.6,96.8,29.7,30.6,67.1,30.3,Forest,Omnivore,Invertivore,Insessorial,16.5,NA,3.408654992,0.244265004,LC,2611,2.31E+13,-104.2228898,46.998604,Nearctic,37,9.852832025,0.105317692,Dehling 2017 San Pedro 1,-13.0506,-71.5356
Cephalopterus ornatus,-2.370058914,-0.671818133,-6.85E-05,-0.992633638,-0.745045478,-1.803238505,-1.208724248,Cotingidae,57.2,36.8,19.7,18.9,47.2,259.6,40.4,15.4,160.2,380,Forest,Omnivore,Omnivore,Insessorial,33.1,29.3,2.079563341,-1.860089581,LC,505,6.16E+12,-64.88644929,-5.385918926,Neotropical,1,2.841940499,0.40877099,Dehling 2017 San Pedro 1,-13.0506,-71.5356
Chlorochrysa calliparaea,1.609771494,-0.44003483,0.15523301,1.090124442,-0.273691732,0.461217423,1.257315753,Thraupidae,14.6,8.6,3.9,4.6,18.8,70.9,18.5,26,43.9,17,Forest,Herbivore,Frugivore,Insessorial,NA,6.8,0.455877249,-1.475042025,LC,2,24322945724,-74.5,-9.312247737,Neotropical,6,5.086988017,0.206020537,Dehling 2017 San Pedro 1,-13.0506,-71.5356
Chlorophonia cyanea,0.318413069,0.418607316,0.182555129,-0.159530406,-0.273691732,0.461217423,0.365356925,Fringillidae,10.9,7.3,4.3,4.1,14.7,62.3,16.6,26.7,35,14,Forest,Herbivore,Frugivore,Insessorial,12.2,6.4,3.305622699,-1.419376003,LC,293,3.45E+12,-48.89095495,-23.68313896,Neotropical,15,5.817010553,0.228078406,Dehling 2017 San Pedro 1,-13.0506,-71.5356
Chlorospingus flavigularis,2.486985548,-0.219048595,0.098184401,1.506676058,2.749779807,1.120767694,1.705484444,Passerellidae,16.5,9.3,5.1,6.1,21.3,79.3,14.1,17.8,61.6,25.6,Forest,Herbivore,Frugivore,Insessorial,NA,10.4,5.204490589,-1.573889456,LC,57,6.96E+11,-76.65005748,-4.932714414,Neotropical,7,7.974900375,0.132816151,Dehling 2017 San Pedro 1,-13.0506,-71.5356
Chlorospingus ophthalmicus,3.091526745,-0.910923105,-0.057871983,2.33977929,0.6731272,0.922902613,2.062618225,Thraupidae,14.7,8.2,4.8,5.5,21.4,67.3,10.3,15.6,63.8,20,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.92448528,-1.290757032,LC,165,1.97E+12,-71.91370045,-5.910808311,Neotropical,21,6.196865413,0.176287858,Dehling 2017 San Pedro 1,-13.0506,-71.5356
Chlorospingus parvirostris,-0.490250356,0.492624045,0.022976555,-0.576082022,-0.516844144,0.131442288,-0.250702078,Passerellidae,16,8.8,5.1,5.7,22,71.5,11.8,16.6,58.9,24,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.577318022,-1.208469678,LC,35,4.25E+11,-77.7791209,-1.26243827,Neotropical,4,8.008557574,0.133527827,Dehling 2017 San Pedro 1,-13.0506,-71.5356
Colaptes rubiginosus,-1.177325403,0.471460241,0.075076746,-0.992633638,-0.745045478,-0.264287874,-0.620561842,Picidae,27,18,7.1,7.4,22,123.7,30.1,24.1,76.3,55.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.087114421,-1.499575715,LC,358,4.30E+12,-68.08189471,4.513615061,Neotropical,6,2.672281656,0.396868675,Dehling 2017 San Pedro 1,-13.0506,-71.5356
Cyanocorax yncas,-2.096292108,-0.36902488,-0.021728185,-0.992633638,-0.745045478,-1.407508343,-1.10924146,Corvidae,29.6,16.2,9.3,9.9,38.7,121.5,9.5,7.8,139.3,78.5,Forest,Omnivore,Omnivore,Insessorial,19.5,NA,2.074281679,-1.307742253,LC,219,2.60E+12,-72.7680843,-1.117208018,Neotropical,9,9.855679715,0.10502709,Dehling 2017 San Pedro 1,-13.0506,-71.5356
Dacnis cayana,-0.439391056,0.353690259,0.207031484,-0.576082022,-0.688856721,-0.000467766,-0.060529883,Thraupidae,13.7,8,3.7,4.2,15.5,61.8,15.5,24.7,43.9,13,Forest,Herbivore,Frugivore,Insessorial,10.7,NA,2.19903769,-1.609224549,LC,1142,1.38E+13,-58.64284806,-6.949375726,Neotropical,35,4.441278827,0.29182214,Dehling 2017 San Pedro 1,-13.0506,-71.5356
