"id1","id2","Count"
"4","31",11
"4","32",5
"4","34",19
"4","35",2
"4","36",10
"4","37",6
"4","39",56
"4","42",6
"4","43",11
"4","44",11
"4","45",54
"4","46",12
"4","47",32
"4","48",5
"4","49",8
"4","50",9
"4","51",11
"4","52",1
"4","53",4
"4","54",1
"4","55",6
"4","57",3
"4","58",8
"4","59",1
"4","60",10
"4","61",28
"4","62",6
"4","63",6
"4","64",7
"4","65",18
"4","67",14
"4","68",18
"4","69",3
"4","70",9
"4","71",2
"4","72",1
"4","73",13
"4","74",16
"4","75",50
"4","76",57
"4","77",14
"4","78",11
"4","79",6
"4","80",1
"4","81",2
"4","82",1
"4","83",4
"4","84",5
"4","85",3
"4","86",1
"4","87",12
"4","89",5
"4","90",11
"4","91",5
"4","92",61
"4","93",4
"4","94",21
"4","96",4
"4","97",9
"4","98",51
"5","6",2
"5","8",10
"5","9",87
"5","10",129
"5","11",3
"5","13",250
"5","14",42
"5","15",25
"5","16",2
"5","17",15
"5","20",3
"5","21",34
"5","22",2
"5","23",288
"5","25",17
"5","26",16
"5","29",91
"5","30",3
"5","32",226
"5","33",197
"5","34",119
"5","36",3
"5","37",1
"5","39",5
"5","42",269
"5","44",353
"5","45",16
"5","46",1
"5","47",4
"5","49",2
"5","51",5
"5","52",174
"5","60",1
"5","63",9
"5","64",144
"5","65",20
"5","67",39
"5","70",33
"5","71",333
"5","74",24
"5","75",4
"5","77",21
"5","79",220
"5","81",266
"5","82",131
"5","83",6
"5","84",353
"5","85",23
"5","89",94
"5","90",23
"5","92",15
"5","93",1
"5","95",78
"5","96",1
"5","97",120
"5","98",14
"6","7",4
"6","8",1
"6","10",1
"6","11",1
"6","12",9
"6","14",7
"6","15",5
"6","17",6
"6","18",1
"6","19",2
"6","20",15
"6","21",10
"6","22",2
"6","23",3
"6","24",1
"6","25",3
"6","26",1
"6","28",2
"6","29",6
"6","30",3
"6","31",1
"6","34",1
"6","36",12
"6","37",8
"6","39",2
"6","44",10
"6","45",2
"6","47",11
"6","48",1
"6","50",3
"6","51",3
"6","52",6
"6","53",1
"6","54",2
"6","57",7
"6","58",1
"6","59",4
"6","60",3
"6","62",2
"6","63",9
"6","65",3
"6","67",4
"6","68",5
"6","70",1
"6","72",8
"6","73",1
"6","74",5
"6","75",1
"6","76",2
"6","77",4
"6","80",3
"6","82",1
"6","83",12
"6","85",1
"6","86",2
"6","90",3
"6","91",4
"6","92",11
"6","93",3
"6","94",5
"6","95",2
"6","96",3
"6","97",4
"6","98",4
"7","8",17
"7","12",5
"7","14",12
"7","15",1
"7","16",18
"7","18",15
"7","19",12
"7","20",7
"7","21",3
"7","22",3
"7","23",2
"7","25",4
"7","26",4
"7","28",3
"7","30",10
"7","31",5
"7","34",1
"7","35",14
"7","36",1
"7","37",9
"7","39",2
"7","42",4
"7","43",6
"7","46",6
"7","47",2
"7","48",2
"7","49",14
"7","50",1
"7","51",2
"7","52",1
"7","53",9
"7","54",22
"7","55",6
"7","57",1
"7","58",1
"7","59",10
"7","60",1
"7","61",17
"7","62",3
"7","63",1
"7","64",1
"7","67",4
"7","68",8
"7","69",13
"7","70",1
"7","71",1
"7","72",12
"7","73",10
"7","74",3
"7","75",9
"7","76",3
"7","77",6
"7","78",8
"7","79",1
"7","80",10
"7","83",3
"7","86",6
"7","87",14
"7","89",2
"7","90",1
"7","91",7
"7","92",6
"7","95",3
"7","96",14
"7","97",1
"7","98",2
"8","9",1
"8","10",1
"8","11",4
"8","12",1
"8","14",4
"8","15",10
"8","16",17
"8","17",9
"8","18",6
"8","19",31
"8","20",9
"8","21",10
"8","22",3
"8","24",2
"8","25",3
"8","26",2
"8","28",8
"8","29",6
"8","30",17
"8","31",4
"8","32",4
"8","34",6
"8","35",8
"8","36",9
"8","37",9
"8","39",6
"8","42",2
"8","43",7
"8","44",5
"8","45",3
"8","46",14
"8","47",4
"8","48",4
"8","49",12
"8","50",3
"8","51",3
"8","52",8
"8","53",2
"8","54",4
"8","55",4
"8","57",16
"8","58",12
"8","59",7
"8","60",9
"8","61",15
"8","62",24
"8","63",5
"8","64",1
"8","65",3
"8","67",6
"8","68",7
"8","69",14
"8","70",6
"8","71",1
"8","72",12
"8","73",5
"8","74",19
"8","75",8
"8","76",19
"8","77",6
"8","78",15
"8","79",2
"8","80",6
"8","82",1
"8","83",12
"8","84",2
"8","85",4
"8","86",5
"8","87",9
"8","89",2
"8","90",12
"8","91",8
"8","92",13
"8","93",9
"8","94",2
"8","95",8
"8","96",8
"8","97",6
"8","98",9
"9","10",142
"9","11",26
"9","12",3
"9","13",76
"9","14",45
"9","15",36
"9","17",61
"9","18",1
"9","19",2
"9","20",5
"9","21",14
"9","22",11
"9","23",214
"9","25",44
"9","26",22
"9","28",3
"9","29",65
"9","30",11
"9","31",1
"9","32",79
"9","33",42
"9","34",148
"9","35",1
"9","36",10
"9","37",3
"9","39",2
"9","42",83
"9","43",1
"9","44",74
"9","45",50
"9","46",2
"9","47",20
"9","48",5
"9","49",8
"9","50",1
"9","51",33
"9","52",75
"9","53",3
"9","54",3
"9","55",5
"9","59",1
"9","61",1
"9","63",5
"9","64",49
"9","65",26
"9","67",21
"9","68",1
"9","69",2
"9","70",83
"9","71",63
"9","72",2
"9","73",1
"9","74",58
"9","75",25
"9","76",2
"9","77",8
"9","78",3
"9","79",84
"9","81",178
"9","82",98
"9","83",4
"9","84",100
"9","85",50
"9","86",2
"9","87",2
"9","89",103
"9","90",29
"9","91",3
"9","92",46
"9","94",2
"9","95",119
"9","97",100
"9","98",60
"10","11",27
"10","12",2
"10","13",164
"10","14",75
"10","15",70
"10","17",67
"10","19",1
"10","20",2
"10","21",59
"10","22",26
"10","23",164
"10","25",28
"10","26",66
"10","28",1
"10","29",126
"10","30",16
"10","32",70
"10","33",77
"10","34",134
"10","36",41
"10","37",2
"10","39",2
"10","42",46
"10","44",81
"10","45",49
"10","46",1
"10","47",7
"10","50",5
"10","51",52
"10","52",174
"10","54",1
"10","55",10
"10","57",2
"10","58",3
"10","59",1
"10","60",1
"10","63",14
"10","64",55
"10","65",42
"10","67",110
"10","68",2
"10","70",86
"10","71",95
"10","73",1
"10","74",28
"10","75",37
"10","76",5
"10","77",18
"10","79",78
"10","80",1
"10","81",111
"10","82",52
"10","83",14
"10","84",185
"10","85",42
"10","87",1
"10","89",113
"10","90",34
"10","91",2
"10","92",27
"10","93",1
"10","94",1
"10","95",65
"10","97",69
"10","98",52
"11","12",2
"11","13",4
"11","14",21
"11","15",7
"11","16",5
"11","17",13
"11","18",4
"11","19",2
"11","21",9
"11","22",2
"11","23",11
"11","24",5
"11","25",17
"11","26",27
"11","28",2
"11","29",4
"11","30",9
"11","34",3
"11","35",2
"11","36",8
"11","37",1
"11","39",9
"11","42",3
"11","43",1
"11","44",1
"11","45",8
"11","46",12
"11","47",17
"11","48",1
"11","49",13
"11","50",34
"11","51",14
"11","52",15
"11","54",23
"11","55",4
"11","57",6
"11","58",11
"11","60",21
"11","61",1
"11","63",8
"11","64",6
"11","65",12
"11","67",9
"11","68",2
"11","69",3
"11","70",16
"11","72",9
"11","74",7
"11","75",2
"11","76",5
"11","77",21
"11","78",2
"11","79",6
"11","81",4
"11","82",6
"11","83",15
"11","84",1
"11","85",11
"11","86",8
"11","87",19
"11","89",11
"11","90",12
"11","91",5
"11","92",29
"11","93",2
"11","94",6
"11","95",3
"11","96",1
"11","97",6
"11","98",9
"12","13",1
"12","14",7
"12","15",4
"12","16",4
"12","17",41
"12","18",9
"12","19",2
"12","20",6
"12","21",30
"12","23",2
"12","24",3
"12","25",3
"12","26",2
"12","28",2
"12","29",4
"12","30",11
"12","31",1
"12","34",3
"12","35",3
"12","36",8
"12","37",5
"12","39",9
"12","43",8
"12","45",4
"12","46",22
"12","47",3
"12","48",3
"12","49",15
"12","50",10
"12","51",1
"12","52",1
"12","53",5
"12","54",20
"12","55",3
"12","57",37
"12","58",21
"12","59",5
"12","60",18
"12","62",1
"12","63",20
"12","65",2
"12","67",8
"12","68",10
"12","69",9
"12","70",4
"12","72",38
"12","73",3
"12","74",16
"12","76",13
"12","77",11
"12","78",12
"12","79",1
"12","80",2
"12","83",5
"12","84",2
"12","85",2
"12","86",6
"12","87",14
"12","89",3
"12","90",9
"12","91",5
"12","92",17
"12","93",1
"12","94",6
"12","95",2
"12","97",2
"12","98",1
"13","14",58
"13","15",64
"13","17",85
"13","19",1
"13","20",6
"13","21",27
"13","22",3
"13","23",470
"13","25",12
"13","26",17
"13","28",1
"13","29",121
"13","30",7
"13","32",286
"13","33",400
"13","34",240
"13","36",33
"13","37",1
"13","42",212
"13","44",335
"13","45",15
"13","46",2
"13","47",6
"13","50",12
"13","51",30
"13","52",221
"13","55",9
"13","63",3
"13","64",229
"13","65",53
"13","67",58
"13","68",1
"13","70",35
"13","71",355
"13","73",1
"13","74",58
"13","75",8
"13","76",3
"13","77",14
"13","79",388
"13","81",287
"13","82",73
"13","83",5
"13","84",305
"13","85",70
"13","86",1
"13","87",1
"13","89",58
"13","90",14
"13","91",1
"13","92",11
"13","93",1
"13","94",1
"13","95",36
"13","97",85
"13","98",21
"14","15",46
"14","16",12
"14","17",79
"14","19",19
"14","20",5
"14","21",40
"14","22",10
"14","23",145
"14","24",5
"14","25",73
"14","26",68
"14","28",19
"14","29",65
"14","30",4
"14","31",52
"14","32",44
"14","33",29
"14","34",125
"14","35",1
"14","36",22
"14","37",2
"14","39",19
"14","42",37
"14","43",3
"14","44",90
"14","45",48
"14","46",5
"14","47",90
"14","48",18
"14","49",146
"14","50",3
"14","51",31
"14","52",73
"14","53",6
"14","55",22
"14","57",4
"14","58",2
"14","59",3
"14","60",17
"14","61",5
"14","62",7
"14","63",17
"14","64",83
"14","65",50
"14","67",76
"14","68",3
"14","69",1
"14","70",72
"14","71",54
"14","72",1
"14","73",25
"14","74",36
"14","75",50
"14","76",42
"14","77",21
"14","78",1
"14","79",38
"14","80",6
"14","81",34
"14","82",50
"14","83",17
"14","84",33
"14","85",40
"14","86",9
"14","87",2
"14","89",117
"14","90",36
"14","91",3
"14","92",51
"14","93",12
"14","94",4
"14","95",47
"14","97",73
"14","98",163
"15","16",1
"15","17",36
"15","19",1
"15","20",1
"15","21",38
"15","22",26
"15","23",43
"15","25",21
"15","26",40
"15","28",7
"15","29",45
"15","30",2
"15","32",23
"15","33",45
"15","34",56
"15","35",1
"15","36",22
"15","37",21
"15","39",5
"15","42",58
"15","44",290
"15","45",57
"15","46",2
"15","47",27
"15","48",2
"15","49",2
"15","50",8
"15","51",34
"15","52",65
"15","53",2
"15","54",10
"15","55",10
"15","57",13
"15","58",13
"15","60",19
"15","61",1
"15","63",12
"15","64",85
"15","65",85
"15","67",25
"15","69",5
"15","70",57
"15","71",32
"15","72",11
"15","73",2
"15","74",54
"15","75",21
"15","76",4
"15","77",19
"15","78",1
"15","79",48
"15","80",2
"15","81",25
"15","82",9
"15","83",10
"15","84",24
"15","85",75
"15","86",21
"15","87",1
"15","89",48
"15","90",61
"15","91",8
"15","92",42
"15","93",3
"15","95",61
"15","97",93
"15","98",61
"16","18",2
"16","19",20
"16","20",23
"16","21",1
"16","22",2
"16","24",3
"16","25",5
"16","26",4
"16","28",6
"16","30",9
"16","31",9
"16","35",9
"16","36",1
"16","37",13
"16","39",10
"16","42",2
"16","43",4
"16","46",4
"16","47",21
"16","48",2
"16","49",9
"16","50",1
"16","53",2
"16","54",8
"16","55",3
"16","57",3
"16","58",1
"16","59",5
"16","60",28
"16","61",14
"16","62",5
"16","63",2
"16","64",1
"16","65",2
"16","67",3
"16","68",1
"16","69",5
"16","70",6
"16","72",14
"16","73",10
"16","74",2
"16","75",7
"16","76",5
"16","77",10
"16","78",18
"16","79",2
"16","80",11
"16","83",3
"16","85",2
"16","86",6
"16","87",12
"16","89",1
"16","90",1
"16","91",2
"16","92",1
"16","93",12
"16","94",4
"16","95",6
"16","96",11
"16","97",2
"16","98",7
"17","19",5
"17","20",26
"17","21",43
"17","22",15
"17","23",51
"17","24",4
"17","25",72
"17","26",75
"17","28",2
"17","29",56
"17","31",1
"17","32",37
"17","33",1
"17","34",20
"17","36",33
"17","37",21
"17","39",4
"17","42",18
"17","44",38
"17","45",100
"17","46",25
"17","47",107
"17","48",2
"17","50",4
"17","51",37
"17","52",43
"17","54",1
"17","55",14
"17","57",3
"17","58",7
"17","59",20
"17","60",13
"17","62",6
"17","63",8
"17","64",45
"17","65",48
"17","67",74
"17","68",9
"17","70",18
"17","71",24
"17","72",2
"17","73",2
"17","74",52
"17","75",56
"17","76",5
"17","77",13
"17","79",66
"17","81",33
"17","82",3
"17","83",4
"17","84",36
"17","85",95
"17","86",1
"17","87",8
"17","89",60
"17","90",30
"17","91",1
"17","92",49
"17","93",1
"17","94",4
"17","95",35
"17","97",31
"17","98",120
"18","19",4
"18","20",6
"18","21",5
"18","22",8
"18","23",1
"18","24",21
"18","25",2
"18","26",18
"18","28",5
"18","29",1
"18","30",5
"18","31",3
"18","32",1
"18","35",11
"18","37",6
"18","39",33
"18","43",2
"18","45",2
"18","46",1
"18","47",3
"18","48",4
"18","49",16
"18","50",4
"18","53",9
"18","54",8
"18","55",2
"18","57",2
"18","58",10
"18","59",26
"18","60",2
"18","61",7
"18","62",5
"18","63",5
"18","64",2
"18","65",2
"18","67",8
"18","68",7
"18","69",16
"18","70",1
"18","72",1
"18","73",4
"18","76",9
"18","77",16
"18","78",6
"18","79",1
"18","80",9
"18","83",4
"18","86",6
"18","87",4
"18","89",1
"18","91",6
"18","92",15
"18","93",1
"18","94",12
"18","95",1
"18","96",11
"18","98",9
"19","20",9
"19","21",4
"19","22",12
"19","24",14
"19","25",1
"19","26",7
"19","28",3
"19","29",3
"19","30",11
"19","31",18
"19","32",2
"19","34",3
"19","35",26
"19","36",2
"19","37",21
"19","39",9
"19","42",1
"19","43",3
"19","45",1
"19","46",4
"19","47",23
"19","48",4
"19","49",8
"19","50",9
"19","51",2
"19","53",6
"19","54",8
"19","55",6
"19","57",14
"19","59",5
"19","60",7
"19","61",15
"19","62",6
"19","64",1
"19","65",1
"19","67",11
"19","68",4
"19","69",12
"19","70",1
"19","73",36
"19","74",5
"19","76",12
"19","77",3
"19","78",18
"19","79",1
"19","80",12
"19","82",1
"19","83",2
"19","84",1
"19","86",11
"19","87",37
"19","89",1
"19","90",2
"19","91",5
"19","92",1
"19","93",8
"19","94",3
"19","95",2
"19","96",30
"19","97",1
"19","98",5
"20","21",15
"20","22",11
"20","24",10
"20","25",6
"20","26",10
"20","28",6
"20","29",7
"20","30",5
"20","31",4
"20","32",7
"20","35",1
"20","36",4
"20","37",41
"20","39",57
"20","42",2
"20","43",8
"20","44",5
"20","45",7
"20","46",8
"20","47",17
"20","48",1
"20","49",23
"20","50",32
"20","51",20
"20","52",2
"20","53",16
"20","54",10
"20","55",12
"20","57",19
"20","58",31
"20","59",15
"20","60",5
"20","62",16
"20","63",6
"20","65",4
"20","67",12
"20","68",23
"20","69",7
"20","70",1
"20","72",11
"20","73",4
"20","74",15
"20","75",7
"20","76",27
"20","77",6
"20","78",6
"20","80",26
"20","81",5
"20","82",3
"20","83",15
"20","85",3
"20","86",2
"20","87",7
"20","89",1
"20","90",6
"20","91",17
"20","92",7
"20","93",10
"20","94",16
"20","95",19
"20","96",3
"20","97",27
"20","98",12
"21","22",131
"21","23",37
"21","25",69
"21","26",22
"21","28",6
"21","29",40
"21","30",12
"21","31",2
"21","32",109
"21","33",74
"21","34",35
"21","36",37
"21","37",37
"21","39",4
"21","42",74
"21","43",4
"21","44",95
"21","45",65
"21","46",28
"21","47",3
"21","48",6
"21","49",5
"21","50",27
"21","51",74
"21","52",58
"21","53",4
"21","54",1
"21","55",4
"21","57",4
"21","58",12
"21","59",8
"21","60",20
"21","62",14
"21","63",9
"21","64",7
"21","65",79
"21","67",39
"21","68",1
"21","69",1
"21","70",41
"21","71",7
"21","72",7
"21","73",3
"21","74",71
"21","75",70
"21","76",5
"21","77",16
"21","78",1
"21","79",26
"21","80",1
"21","81",27
"21","82",32
"21","83",33
"21","84",121
"21","85",33
"21","86",3
"21","89",77
"21","90",11
"21","91",16
"21","92",43
"21","93",2
"21","94",1
"21","95",77
"21","97",48
"21","98",89
"22","23",7
"22","24",3
"22","25",31
"22","26",34
"22","28",5
"22","29",13
"22","30",14
"22","31",4
"22","32",2
"22","34",5
"22","36",12
"22","37",5
"22","39",3
"22","42",4
"22","43",2
"22","44",7
"22","45",24
"22","46",8
"22","47",21
"22","49",11
"22","50",26
"22","51",9
"22","52",6
"22","53",3
"22","54",6
"22","55",1
"22","57",3
"22","58",6
"22","59",15
"22","60",7
"22","62",7
"22","63",14
"22","64",9
"22","65",5
"22","67",16
"22","70",16
"22","71",2
"22","72",8
"22","73",2
"22","74",10
"22","75",9
"22","76",8
"22","77",35
"22","78",6
"22","79",13
"22","80",2
"22","81",2
"22","82",6
"22","83",21
"22","84",3
"22","85",3
"22","86",2
"22","87",6
"22","89",7
"22","90",15
"22","91",8
"22","92",53
"22","93",4
"22","94",2
"22","95",16
"22","96",2
"22","97",21
"22","98",22
"23","25",22
"23","26",27
"23","29",63
"23","30",22
"23","31",1
"23","32",357
"23","33",199
"23","34",245
"23","36",29
"23","37",2
"23","39",8
"23","42",126
"23","44",296
"23","45",37
"23","47",26
"23","49",30
"23","51",16
"23","52",198
"23","54",1
"23","55",17
"23","58",3
"23","60",12
"23","62",2
"23","63",3
"23","64",83
"23","65",29
"23","67",182
"23","68",4
"23","70",64
"23","71",353
"23","72",1
"23","73",3
"23","74",58
"23","75",28
"23","77",15
"23","79",106
"23","81",218
"23","82",177
"23","83",10
"23","84",138
"23","85",211
"23","87",1
"23","89",131
"23","90",21
"23","92",34
"23","93",2
"23","95",69
"23","96",2
"23","97",171
"23","98",39
"24","25",2
"24","26",6
"24","28",1
"24","29",2
"24","30",16
"24","35",2
"24","39",11
"24","43",2
"24","44",1
"24","45",1
"24","46",30
"24","47",1
"24","48",14
"24","49",1
"24","50",18
"24","52",1
"24","53",3
"24","54",21
"24","55",1
"24","57",4
"24","58",3
"24","59",1
"24","61",4
"24","62",7
"24","64",1
"24","65",1
"24","67",1
"24","68",24
"24","69",1
"24","70",1
"24","71",2
"24","72",2
"24","73",4
"24","74",4
"24","75",3
"24","76",26
"24","77",1
"24","78",6
"24","79",2
"24","80",2
"24","83",8
"24","86",5
"24","87",11
"24","89",1
"24","90",1
"24","91",17
"24","94",3
"24","96",8
"25","26",57
"25","28",5
"25","29",50
"25","30",6
"25","31",3
"25","32",15
"25","34",28
"25","35",1
"25","36",26
"25","37",3
"25","39",12
"25","42",9
"25","43",2
"25","44",5
"25","45",116
"25","46",16
"25","47",28
"25","49",8
"25","50",11
"25","51",51
"25","52",14
"25","53",1
"25","54",1
"25","55",7
"25","57",6
"25","59",1
"25","60",19
"25","62",2
"25","63",11
"25","64",35
"25","65",29
"25","67",8
"25","68",5
"25","69",2
"25","70",34
"25","71",3
"25","74",60
"25","75",40
"25","76",30
"25","77",20
"25","78",1
"25","79",24
"25","80",23
"25","81",11
"25","82",13
"25","83",4
"25","84",24
"25","85",35
"25","86",12
"25","89",66
"25","90",65
"25","91",9
"25","92",59
"25","93",6
"25","95",43
"25","97",125
"25","98",100
"26","28",3
"26","29",58
"26","30",3
"26","31",10
"26","32",24
"26","34",43
"26","35",2
"26","36",26
"26","37",20
"26","39",16
"26","42",20
"26","43",1
"26","44",34
"26","45",44
"26","46",14
"26","47",48
"26","48",1
"26","49",30
"26","50",15
"26","51",19
"26","52",61
"26","53",5
"26","54",3
"26","55",4
"26","57",2
"26","58",5
"26","59",4
"26","60",43
"26","62",4
"26","63",18
"26","64",22
"26","65",55
"26","67",37
"26","68",3
"26","70",91
"26","71",8
"26","72",8
"26","73",6
"26","74",37
"26","75",60
"26","76",10
"26","77",21
"26","78",2
"26","79",16
"26","80",2
"26","81",10
"26","82",13
"26","83",4
"26","84",52
"26","85",57
"26","86",1
"26","87",3
"26","89",30
"26","90",27
"26","92",58
"26","93",2
"26","94",7
"26","95",39
"26","96",1
"26","97",46
"26","98",109
"28","29",5
"28","30",3
"28","31",5
"28","32",1
"28","34",1
"28","35",11
"28","36",1
"28","37",6
"28","39",17
"28","42",7
"28","43",3
"28","44",1
"28","45",4
"28","46",19
"28","47",5
"28","48",1
"28","49",11
"28","50",24
"28","51",3
"28","52",1
"28","53",5
"28","55",2
"28","57",2
"28","58",12
"28","59",2
"28","60",53
"28","61",15
"28","62",9
"28","63",2
"28","65",3
"28","68",6
"28","69",1
"28","70",2
"28","72",25
"28","73",1
"28","74",3
"28","75",10
"28","76",10
"28","77",1
"28","78",1
"28","79",1
"28","80",4
"28","81",1
"28","83",7
"28","85",1
"28","86",8
"28","87",16
"28","89",3
"28","90",2
"28","91",13
"28","92",7
"28","93",7
"28","94",3
"28","95",4
"28","96",11
"28","97",1
"28","98",4
"29","30",5
"29","32",131
"29","33",57
"29","34",120
"29","36",51
"29","37",6
"29","42",46
"29","44",164
"29","45",79
"29","46",3
"29","47",36
"29","49",1
"29","50",13
"29","51",22
"29","52",81
"29","54",2
"29","55",3
"29","57",5
"29","58",13
"29","60",8
"29","61",1
"29","63",7
"29","64",52
"29","65",37
"29","67",61
"29","68",1
"29","70",96
"29","71",67
"29","73",2
"29","74",28
"29","75",13
"29","76",8
"29","77",16
"29","78",1
"29","79",105
"29","80",2
"29","81",76
"29","82",41
"29","83",12
"29","84",125
"29","85",69
"29","86",9
"29","89",132
"29","90",24
"29","92",28
"29","93",1
"29","94",1
"29","95",74
"29","97",118
"29","98",54
"30","31",5
"30","32",4
"30","34",2
"30","35",4
"30","36",4
"30","37",35
"30","39",12
"30","42",4
"30","43",1
"30","44",2
"30","45",14
"30","46",28
"30","47",5
"30","48",16
"30","49",8
"30","50",6
"30","51",5
"30","52",5
"30","53",5
"30","54",12
"30","55",1
"30","57",4
"30","58",3
"30","59",12
"30","61",5
"30","62",3
"30","63",10
"30","64",1
"30","65",5
"30","67",20
"30","68",6
"30","69",5
"30","70",15
"30","71",2
"30","72",45
"30","73",2
"30","74",8
"30","75",52
"30","76",22
"30","77",9
"30","78",22
"30","79",1
"30","80",16
"30","81",2
"30","82",21
"30","83",2
"30","84",3
"30","85",9
"30","86",1
"30","87",46
"30","89",6
"30","90",4
"30","91",17
"30","92",3
"30","93",3
"30","94",13
"30","95",8
"30","96",3
"30","98",2
"31","35",41
"31","36",2
"31","37",7
"31","39",19
"31","42",2
"31","43",3
"31","46",1
"31","47",5
"31","48",2
"31","49",3
"31","50",5
"31","51",1
"31","52",1
"31","53",4
"31","54",3
"31","55",2
"31","57",4
"31","58",2
"31","59",3
"31","60",2
"31","61",21
"31","62",4
"31","63",1
"31","64",1
"31","65",1
"31","67",11
"31","68",18
"31","69",71
"31","70",2
"31","73",13
"31","74",5
"31","75",1
"31","76",2
"31","77",3
"31","78",13
"31","79",1
"31","80",31
"31","82",1
"31","86",10
"31","87",4
"31","91",6
"31","94",8
"31","96",37
"31","97",1
"32","33",176
"32","34",264
"32","36",24
"32","37",2
"32","39",1
"32","42",114
"32","44",207
"32","45",52
"32","46",3
"32","47",10
"32","48",1
"32","49",14
"32","50",2
"32","51",8
"32","52",123
"32","55",1
"32","57",3
"32","58",7
"32","60",9
"32","63",9
"32","64",154
"32","65",11
"32","67",32
"32","70",14
"32","71",382
"32","72",3
"32","73",1
"32","74",9
"32","75",15
"32","76",1
"32","77",4
"32","79",326
"32","80",1
"32","81",437
"32","82",102
"32","83",3
"32","84",237
"32","85",6
"32","89",78
"32","90",40
"32","92",43
"32","93",1
"32","95",14
"32","96",1
"32","97",40
"32","98",16
"33","34",77
"33","36",3
"33","42",91
"33","44",375
"33","45",10
"33","51",7
"33","52",464
"33","60",1
"33","64",48
"33","65",2
"33","67",22
"33","70",7
"33","71",211
"33","74",10
"33","75",1
"33","79",241
"33","81",534
"33","82",22
"33","84",113
"33","85",8
"33","89",107
"33","90",9
"33","95",3
"33","97",166
"33","98",2
"34","36",29
"34","37",1
"34","39",2
"34","42",116
"34","43",1
"34","44",116
"34","45",30
"34","46",5
"34","47",9
"34","48",1
"34","51",30
"34","52",167
"34","53",2
"34","54",2
"34","55",7
"34","58",2
"34","59",2
"34","60",5
"34","62",1
"34","63",7
"34","64",96
"34","65",17
"34","67",99
"34","70",91
"34","71",114
"34","72",1
"34","74",68
"34","75",21
"34","76",2
"34","77",17
"34","79",258
"34","81",143
"34","82",70
